publisher,app_name,title,año de lanzamiento,price,developer,genres,tags
Ubisoft,Rocksmith - Steppenwolf - Born to be Wild,Rocksmith - Steppenwolf - Born to be Wild,2013-01-29,2.99,Ubisoft - San Francisco,Casual|Simulation,Casual|Simulation
"SQUARE ENIX, Eidos Interactive",Sleeping Dogs: Movie Masters Pack,Sleeping Dogs: Movie Masters Pack,2013-01-29,1.99,United Front Games,Action|Adventure,Action|Adventure
Ubisoft,Rocksmith - The Guess Who - American Woman,Rocksmith - The Guess Who - American Woman,2013-01-29,2.99,Ubisoft - San Francisco,Casual|Simulation,Casual|Simulation
Reverb Publishing,Primal Carnage - Pilot Commando DLC,Primal Carnage - Pilot Commando DLC,2013-01-29,0.99,Lukewarm Media,Action|Strategy|Indie,Action|Indie|Strategy
Capcom,DmC Devil May Cry: Costume Pack,DmC Devil May Cry: Costume Pack,2013-01-29,3.99,Ninja Theory,Action,Action
Twisted Tree,Proteus,Proteus,2013-01-30,9.99,Ed Key and David Kanaga,Adventure|Casual|Indie,Exploration|Walking Simulator|Relaxing|Indie|Casual|Procedural Generation|Experimental|First-Person|Adventure|Atmospheric|Singleplayer|Great Soundtrack|Pixel Graphics|Open World|Cute|Sandbox|Short|Music|Surreal|Colorful
Dovetail Games - Trains,Train Simulator: Southern Pacific GE 44 Loco Add-On,Train Simulator: Southern Pacific GE 44 Loco Add-On,2013-01-31,7.99,Digital Train Model,Simulation,Simulation
Eden Industries,Waveform Soundtrack,Waveform Soundtrack,2013-01-31,0.99,Eden Industries,Action|Indie,Action|Indie
SEGA,Sonic & All-Stars Racing Transformed,Sonic &amp; All-Stars Racing Transformed,2013-01-31,19.99,Sumo Digital,Racing|Sports,Racing|Local Multiplayer|Multiplayer|Great Soundtrack|Local Co-Op|Sports|Replay Value|Split Screen|Online Co-Op|Arcade|Family Friendly|4 Player Local|Controller|Colorful|Singleplayer|Action|Fast-Paced|Co-op|Touch-Friendly|Adventure
Demruth,Antichamber,Antichamber,2013-01-31,19.99,Alexander Bruce,Adventure|Indie,Puzzle|First-Person|Indie|Surreal|Exploration|Singleplayer|Abstract|Adventure|Nonlinear|Atmospheric|Difficult|Minimalist|Psychedelic|Psychological|Colorful|Great Soundtrack|Metroidvania|Replay Value|Sci-fi|Platformer
Kalypso Media Digital,Omerta - City of Gangsters,Omerta - City of Gangsters,2013-01-31,14.99,Haemimont Games,Simulation|Strategy,Strategy|Crime|Simulation|Management|Turn-Based Strategy|Turn-Based|Turn-Based Combat|RPG|Singleplayer|Multiplayer|Historical|Tactical
"2K Games, Aspyr (Mac &amp;amp; Linux)",Borderlands 2: Mechromancer Madness Pack,Borderlands 2: Mechromancer Madness Pack,2013-01-22,0.99,"Gearbox Software,Aspyr (Mac &amp; Linux)",Action|RPG,Action|RPG
exosyphen studios,Hacker Evolution Duality: Inception Part 2 DLC,Hacker Evolution Duality: Inception Part 2 DLC,2013-01-31,1.99,exosyphen studios,Indie,Indie
"2K Games, Aspyr (Mac &amp;amp; Linux)",Borderlands 2: Mechromancer Domination Pack,Borderlands 2: Mechromancer Domination Pack,2013-01-22,0.99,"GearBox Software,Aspyr (Mac &amp; Linux)",Action|RPG,Action|RPG
"2K Games, Aspyr (Mac &amp;amp; Linux)",Borderlands 2: Gunzerker Supremacy Pack,Borderlands 2: Gunzerker Supremacy Pack,2013-01-22,0.99,"Gearbox Software,Aspyr (Mac &amp; Linux)",Action|RPG,Action|RPG
"2K Games, Aspyr (Mac &amp;amp; Linux)",Borderlands 2: Assassin Madness Pack,Borderlands 2: Assassin Madness Pack,2013-01-22,0.99,"Gearbox Software,Aspyr (Mac &amp; Linux)",Action|RPG,Action|RPG
"2K Games, Aspyr (Mac &amp;amp; Linux)",Borderlands 2: Assassin Domination Pack,Borderlands 2: Assassin Domination Pack,2013-01-22,0.99,"Gearbox Software,Aspyr (Mac &amp; Linux)",Action|RPG,Action|RPG
"2K Games, Aspyr (Mac &amp;amp; Linux)",Borderlands 2: Assassin Supremacy Pack,Borderlands 2: Assassin Supremacy Pack,2013-01-22,0.99,"Gearbox Software,Aspyr (Mac &amp; Linux)",Action|RPG,Action|RPG
"2K Games, Aspyr (Mac &amp;amp; Linux)",Borderlands 2: Mechromancer Supremacy Pack,Borderlands 2: Mechromancer Supremacy Pack,2013-01-22,0.99,"GearBox Software,Aspyr (Mac &amp; Linux)",Action|RPG,RPG|Action
"2K Games, Aspyr (Mac &amp;amp; Linux)",Borderlands 2: Siren Supremacy Pack,Borderlands 2: Siren Supremacy Pack,2013-01-22,0.99,"Gearbox Software,Aspyr (Mac &amp; Linux)",Action|RPG,RPG|Action
"2K Games, Aspyr (Mac &amp;amp; Linux)",Borderlands 2: Commando Madness Pack,Borderlands 2: Commando Madness Pack,2013-01-22,0.99,"Gearbox Software,Aspyr (Mac &amp; Linux)",Action|RPG,Action|RPG
Electronic Arts,"The Sims 3 70's, 80's and 90's","The Sims 3 70's, 80's and 90's",2013-01-22,19.99,The Sims Studio,Simulation,Simulation
Ubisoft,Rocksmith - The Strokes Song Pack,Rocksmith - The Strokes Song Pack,2013-01-22,7.99,Ubisoft - San Francisco,Casual|Simulation,Casual|Simulation
Rockstar Games,Max Payne 3: Deathmatch Made In Heaven Pack,Max Payne 3: Deathmatch Made In Heaven Pack,2013-01-22,4.99,Rockstar Studios,Action,Action
Ubisoft,Rocksmith - The Strokes - Juicebox,Rocksmith - The Strokes - Juicebox,2013-01-22,2.99,Ubisoft - San Francisco,Casual|Simulation,Casual|Simulation
Ubisoft,Rocksmith - The Strokes - Last Nite,Rocksmith - The Strokes - Last Nite,2013-01-22,2.99,Ubisoft - San Francisco,Casual|Simulation,Casual|Simulation
EightyEightGames,"10,000,000","10,000,000",2013-01-15,4.99,EightyEightGames,Action|Casual|Indie|RPG,Indie|Match 3|Puzzle|Casual|RPG|Pixel Graphics|Mouse only|Retro|Singleplayer|Action|Touch-Friendly|2D|Fantasy
Paradox Interactive,Expansion - Crusader Kings II: The Republic,Expansion - Crusader Kings II: The Republic,2013-01-15,9.99,Paradox Development Studio,Strategy,Strategy|Medieval|Grand Strategy
Paradox Interactive,Crusader Kings II: Songs of Prosperity,Crusader Kings II: Songs of Prosperity,2013-01-15,1.99,Paradox Development Studio,Strategy,Strategy
Aspyr (Mac &amp; Linux),Borderlands 2: Sir Hammerlock’s Big Game Hunt,Borderlands 2: Sir Hammerlock’s Big Game Hunt,2013-01-15,9.99,"Gearbox Software,Aspyr (Mac &amp; Linux)",Action|RPG,Action|RPG
Paradox Interactive,Crusader Kings II: Mediterranean Portraits,Crusader Kings II: Mediterranean Portraits,2013-01-15,1.99,Paradox Development Studio,Strategy,Strategy
Ubisoft,Rocksmith - Pearl Jam - Alive,Rocksmith - Pearl Jam - Alive,2013-01-15,2.99,Ubisoft - San Francisco,Casual|Simulation,Casual|Simulation
Ubisoft,Assassin’s Creed® III – The Battle Hardened Pack,Assassin’s Creed® III – The Battle Hardened Pack,2013-01-15,9.99,Ubisoft Montreal,Action|Adventure,Action|Adventure
Ubisoft,Rocksmith - Eric Johnson - Cliffs of Dover,Rocksmith - Eric Johnson - Cliffs of Dover,2013-01-15,2.99,Ubisoft - San Francisco,Casual|Simulation,Casual|Simulation
Ubisoft,Rocksmith - Blind Melon - No Rain,Rocksmith - Blind Melon - No Rain,2013-01-15,2.99,Ubisoft - San Francisco,Casual|Simulation,Casual|Simulation
Ubisoft,Far Cry® 3 Deluxe Bundle DLC,Far Cry® 3 Deluxe Bundle DLC,2013-01-15,9.99,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai",Action|Adventure,Action|Adventure|Open World|FPS
Ubisoft,Rocksmith - Pearl Jam Song Pack,Rocksmith - Pearl Jam Song Pack,2013-01-15,7.99,Ubisoft - San Francisco,Casual|Simulation,Casual|Simulation
SCS Software,Euro Truck Simulator 2,Euro Truck Simulator 2,2013-01-16,19.99,SCS Software,Indie|Simulation,Simulation|Driving|Open World|Realistic|Relaxing|Singleplayer|Exploration|Moddable|First-Person|Economy|Indie|Adventure|Atmospheric|Management|TrackIR|Casual|Sandbox|Racing|Action|RPG
Beamdog,Baldur's Gate: Enhanced Edition,Baldur's Gate: Enhanced Edition,2013-01-16,19.99,Beamdog,RPG|Strategy,RPG|Fantasy|Classic|Isometric|Party-Based RPG|Real-Time with Pause|Strategy|Singleplayer|CRPG|Co-op|Story Rich|Character Customization|Adventure|Multiplayer|Online Co-Op|Remake|Magic|Female Protagonist|Atmospheric|Touch-Friendly
Ubisoft,Tom Clancy's Ghost Recon Future Soldier® Raven Strike DLC,Tom Clancy's Ghost Recon Future Soldier® Raven Strike DLC,2013-01-17,14.99,"Ubisoft Paris,Red Storm Entertainment",Action,Action
Dovetail Games - Trains,Train Simulator: BR Class 422 ‘4BIG’ EMU Add-On,Train Simulator: BR Class 422 ‘4BIG’ EMU Add-On,2013-01-17,19.99,Dovetail Games,Simulation,Simulation
Ubisoft,Rocksmith - Santana - Black Magic Woman,Rocksmith - Santana - Black Magic Woman,2013-01-08,2.99,Ubisoft - San Francisco,Casual|Simulation,Casual|Simulation
Ubisoft,Rocksmith - Santana - Oye Como Va,Rocksmith - Santana - Oye Como Va,2013-01-08,2.99,Ubisoft - San Francisco,Casual|Simulation,Casual|Simulation
Ubisoft,Rocksmith - Santana Feat Rob Thomas - Smooth,Rocksmith - Santana Feat Rob Thomas - Smooth,2013-01-08,2.99,Ubisoft - San Francisco,Casual|Simulation,Casual|Simulation
Ubisoft,Rocksmith - Santana Song Pack,Rocksmith - Santana Song Pack,2013-01-08,7.99,Ubisoft - San Francisco,Casual|Simulation,Casual|Simulation
Dovetail Games - Trains,Train Simulator: First Capital Connect Class 377 EMU Add-On,Train Simulator: First Capital Connect Class 377 EMU Add-On,2013-01-17,19.99,Dovetail Games,Simulation,Simulation
Dovetail Games - Trains,Train Simulator: Boston & Maine GE 44 Loco Add-On,Train Simulator: Boston &amp; Maine GE 44 Loco Add-On,2013-01-17,7.99,Digital Train Model,Simulation,Simulation
Wizards of the Coast LLC,Magic: The Gathering - 2013 Deck Pack 3,Magic: The Gathering - 2013 Deck Pack 3,2013-01-09,2.99,Stainless Games,Strategy,Strategy
Wizards of the Coast LLC,Magic 2013 “Rogue’s Gallery” Foil Conversion,Magic 2013 “Rogue’s Gallery” Foil Conversion,2013-01-09,0.99,Stainless Games,Strategy,Strategy
Wizards of the Coast LLC,Magic 2013 “Mana Mastery” Foil Conversion,Magic 2013 “Mana Mastery” Foil Conversion,2013-01-09,0.99,Stainless Games,Strategy,Strategy
Wizards of the Coast LLC,Magic 2013 “Mana Mastery” Deck Key,Magic 2013 “Mana Mastery” Deck Key,2013-01-09,0.99,Stainless Games,Strategy,Strategy
Wizards of the Coast LLC,Magic 2013 “Rogue’s Gallery” Deck Key,Magic 2013 “Rogue’s Gallery” Deck Key,2013-01-09,0.99,Stainless Games,Strategy,Strategy
SkyGoblin,The Journey Down: Chapter One,The Journey Down: Chapter One,2013-01-09,8.99,SkyGoblin,Adventure|Indie,Adventure|Point & Click|Indie|Comedy|Great Soundtrack|Episodic|Singleplayer|Funny|Atmospheric|Story Rich|Puzzle|Noir|Hand-drawn|2D|Retro|Classic
Team17 Digital Ltd,Worms Ultimate Mayhem - Single Player Pack DLC,Worms Ultimate Mayhem - Single Player Pack DLC,2013-01-09,16.99,Team17 Digital Ltd,Strategy,Strategy
Puppy Games,Droid Assault,Droid Assault,2013-01-09,9.99,Puppygames,Action|Indie,Action|Indie|Arcade|Retro|Shooter|Top-Down|Sci-fi|Local Co-Op|Top-Down Shooter|Robots|Pixel Graphics|2D
Team17 Digital Ltd,Worms Ultimate Mayhem - Customization Pack DLC,Worms Ultimate Mayhem - Customization Pack DLC,2013-01-09,2.99,Team17 Digital Ltd,Strategy,Strategy
Ubisoft,Rocksmith - Foo Fighters - Song Pack,Rocksmith - Foo Fighters - Song Pack,2012-12-18,11.99,Ubisoft - San Francisco,Casual|Simulation,Casual|Simulation
Ubisoft,Rocksmith - Foo Fighters - Best of You,Rocksmith - Foo Fighters - Best of You,2012-12-18,2.99,Ubisoft - San Francisco,Casual|Simulation,Casual|Simulation
Eyedentity Games Inc.,Dragon Nest,Dragon Nest,2012-12-18,Free to Play,Eyedentity Games Inc.,Action|Free to Play|Massively Multiplayer|RPG,Free to Play|Action|RPG|Anime|Massively Multiplayer|MMORPG|Fantasy|Hack and Slash|Adventure|Dragons|Multiplayer|Dungeon Crawler
Ronimo Games,Awesomenauts - Cap'n Vinnie & Seadog Spike Skin,Awesomenauts - Cap'n Vinnie &amp; Seadog Spike Skin,2012-12-18,2.49,Ronimo Games,Action|Indie|Strategy,Strategy|Action|Indie
Wizards of the Coast LLC,"Magic 2013 ""Grim Procession"" Foil Conversion","Magic 2013 ""Grim Procession"" Foil Conversion",2012-12-19,0.99,Stainless Games,Strategy,Strategy
Wizards of the Coast LLC,"Magic 2013 ""Grim Procession"" Deck Key","Magic 2013 ""Grim Procession"" Deck Key",2012-12-19,0.99,Stainless Games,Strategy,Strategy
Wizards of the Coast LLC,"Magic 2013 ""Berserker Rage"" Foil Conversion","Magic 2013 ""Berserker Rage"" Foil Conversion",2012-12-19,0.99,Stainless Games,Strategy,Strategy
Wizards of the Coast LLC,"Magic 2013 ""Berserker Rage"" Deck Key","Magic 2013 ""Berserker Rage"" Deck Key",2012-12-19,0.99,Stainless Games,Strategy,Strategy
Gaijin Games,BIT.TRIP.VOID Soundtrack,BIT.TRIP.VOID Soundtrack,2012-12-19,5.99,Gaijin Games,Action|Indie,Action|Indie
Nevercenter Ltd. Co.,Silo 2,Silo 2,2012-12-19,99.99,Nevercenter Ltd. Co.,Animation &amp; Modeling,Animation & Modeling|Software
Gaijin Games,BIT.TRIP VOID,BIT.TRIP VOID,2012-12-19,9.99,Gaijin Games,Action|Indie,Indie|Action|Music|Rhythm
"SQUARE ENIX, Eidos Interactive",Sleeping Dogs: Zodiac Tournament,Sleeping Dogs: Zodiac Tournament,2012-12-19,4.99,United Front Games,Action|Adventure,Action|Adventure
Ubisoft,Rocksmith - Nickelback - Rockstar,Rocksmith - Nickelback - Rockstar,2012-12-11,2.99,Ubisoft - San Francisco,Casual|Simulation,Casual|Simulation
Ubisoft,Rocksmith - Nickelback - Bottoms Up,Rocksmith - Nickelback - Bottoms Up,2012-12-11,2.99,Ubisoft - San Francisco,Casual|Simulation,Casual|Simulation
Jagex,Ace of Spades: Battle Builder,Ace of Spades: Battle Builder,2012-12-12,14.99,Jagex Limited,Action|Indie,Action|Multiplayer|Shooter|FPS|Indie|Building|Sandbox|Zombies|First-Person|Class-Based|Voxel|Co-op|Competitive|Funny|Open World|Massively Multiplayer|Replay Value|Casual|Adventure|Free to Play
SimBin,GTR 2 FIA GT Racing Game,GTR 2 FIA GT Racing Game,2006-09-10,7.99,SimBin Studios AB,Racing|Simulation|Sports,Racing|Simulation|Sports|Multiplayer|Singleplayer
Dovetail Games - Trains,Train Simulator: Freightliner Class 66 v2.0 Loco Add-On,Train Simulator: Freightliner Class 66 v2.0 Loco Add-On,2012-12-12,8.99,Dovetail Games,Simulation,Simulation|Trains|Open World|Sandbox|Physics|Atmospheric|Realistic|Family Friendly|TrackIR
Dovetail Games - Trains,Train Simulator: LNER Black Class A3 ‘Flying Scotsman’ Loco Add-On,Train Simulator: LNER Black Class A3 ‘Flying Scotsman’ Loco Add-On,2012-12-13,7.99,Dovetail Games,Simulation,Simulation
Tiger Style,Waking Mars,Waking Mars,2012-12-13,9.99,Tiger Style,Action|Adventure|Indie,Sci-fi|Adventure|Exploration|Indie|Platformer|Puzzle|Atmospheric|Singleplayer|Metroidvania|Story Rich|Action|Multiple Endings|Mars|2D|Side Scroller
Paradox Interactive,Crusader Kings II: Russian Unit Pack,Crusader Kings II: Russian Unit Pack,2012-12-13,1.99,Paradox Interactive,Strategy,Strategy
Paradox Interactive,Crusader Kings II: Russian Portraits,Crusader Kings II: Russian Portraits,2012-12-13,1.99,Paradox Interactive,Strategy,Strategy
Paradox Interactive,Crusader Kings II: Songs of the Rus,Crusader Kings II: Songs of the Rus,2012-12-13,1.99,Paradox Interactive,Strategy,Strategy
Daybreak Game Company,Everquest ®,Everquest ®,2012-12-13,Free to Play,Daybreak Game Company,Free to Play|Massively Multiplayer|RPG,Free to Play|RPG|Massively Multiplayer|MMORPG|Fantasy|Classic|Adventure|Multiplayer|Action|Sandbox
Crankshaft Games,Party of Sin Soundtrack,Party of Sin Soundtrack,2012-12-13,4.99,Crankshaft Games,Action|Adventure|Indie,Action|Adventure|Indie
Crankshaft Games,Party of Sin,Party of Sin,2012-12-13,5.99,Crankshaft Games,Action|Adventure|Indie,Indie|Action|Adventure|Platformer|Local Co-Op|Puzzle|Co-op
Tripwire Interactive,Killing Floor - Golden Weapons Pack,Killing Floor - Golden Weapons Pack,2012-12-13,7.99,Tripwire Interactive,Action,Action
Tripwire Interactive,Killing Floor - Robot Special Character Pack,Killing Floor - Robot Special Character Pack,2012-12-13,4.99,Tripwire Interactive,Action,Action
CSR-Studios,Dead Pixels,Dead Pixels,2012-12-07,2.99,CSR-Studios,Action|Indie|RPG,Zombies|Action|Indie|Pixel Graphics|Local Co-Op|Retro|2D|Survival|RPG|Co-op|Side Scroller|Singleplayer|Local Multiplayer|Rogue-like|Casual|Multiplayer|Controller|Procedural Generation|Shooter
Dovetail Games - Trains,Train Simulator: Strathclyde Class 101 DMU Add-On,Train Simulator: Strathclyde Class 101 DMU Add-On,2012-12-06,7.99,Dovetail Games,Simulation,Simulation|Trains|Open World|Sandbox|Physics|Atmospheric|Realistic|Family Friendly|TrackIR
"2x2 Games, Dvaput",Unity of Command - Red Turn DLC,Unity of Command - Red Turn DLC,2012-12-10,9.99,2x2 Games,Indie|Strategy,Strategy|Indie|World War II
Paradox Interactive,Europa Universalis III: Revolution II Unit Pack,Europa Universalis III: Revolution II Unit Pack,2012-12-10,1.99,Paradox Development Studio,Strategy,Strategy
Paradox Interactive,Europa Universalis III: Absolutism SpritePack,Europa Universalis III: Absolutism SpritePack,2012-12-10,1.99,Paradox Interactive,Strategy,Strategy
Paradox Interactive,Europa Universalis III Music of the World,Europa Universalis III Music of the World,2012-12-10,4.99,Paradox Development Studio,Strategy,Strategy
Evolved Games,Test Drive: Ferrari Racing Legends,Test Drive: Ferrari Racing Legends,2012-12-10,19.99,Slightly Mad Studios,Racing,Racing
Degica,RPG Maker VX Ace,RPG Maker VX Ace,2012-12-10,69.99,KADOKAWA,Design &amp; Illustration|Web Publishing,Game Development|RPG|RPGMaker|Design & Illustration|Software|Anime|GameMaker|Web Publishing|Fantasy|Adventure|Sandbox|2D|Programming|JRPG|Pixel Graphics|Education|Action
Bethesda Softworks,Dishonored: Dunwall City Trials,Dishonored: Dunwall City Trials,2012-12-10,2.99,Arkane Studios,Action|Adventure,Action|Adventure|Stealth
"2K Games, Aspyr (Mac &amp;amp; Linux)",Borderlands 2: Collector's Edition Pack,Borderlands 2: Collector's Edition Pack,2012-12-11,4.99,"GearBox Software,Aspyr (Mac &amp; Linux)",Action|RPG,Action|RPG|FPS
ACD Systems International Inc.,ACDSee 15,ACDSee 15,2012-12-11,49.99,ACD Systems International Inc.,Photo Editing,Photo Editing
"2K Games, Aspyr (Mac &amp;amp; Linux)",Borderlands 2: Creature Slaughterdome,Borderlands 2: Creature Slaughterdome,2012-12-11,4.99,"GearBox Software,Aspyr (Mac &amp; Linux)",Action|RPG,Action|RPG|FPS
Dovetail Games - Trains,Train Simulator: PRR Baldwin Centipede Loco Add-On,Train Simulator: PRR Baldwin Centipede Loco Add-On,2012-11-29,24.99,Reppo,Simulation,Simulation|Trains|Building|Driving|Moddable|Open World|Sandbox|Atmospheric|Realistic|Singleplayer|Family Friendly|TrackIR|Level Editor|Casual|Flight|City Builder
Paradox Interactive,Naval War: Arctic Circle - Operation Tarnhelm,Naval War: Arctic Circle - Operation Tarnhelm,2012-11-29,4.99,Turbo Tape Games,Strategy,Strategy
"SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",Total War: SHOGUN 2 – Otomo Clan Pack DLC,Total War: SHOGUN 2 – Otomo Clan Pack DLC,2012-11-30,4.99,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",Strategy,Strategy
Reverb Publishing,Primal Carnage - Dinosaur Skin Pack 1 DLC,Primal Carnage - Dinosaur Skin Pack 1 DLC,2012-11-30,0.99,Lukewarm Media,Action|Indie,Action|Indie
Puppy Games,Revenge of the Titans: Sandbox Mode,Revenge of the Titans: Sandbox Mode,2012-11-30,4.99,Puppygames,Action|Indie|Strategy,Action|Strategy|Indie|Level Editor|Sandbox|RTS
Puppy Games,Revenge of the Titans: Soundtrack,Revenge of the Titans: Soundtrack,2012-11-30,0.99,Puppygames,Indie,Indie|Soundtrack
Paradox Interactive,Sword of the Stars II: Enhanced Edition,Sword of the Stars II: Enhanced Edition,2012-11-30,19.99,Kerberos Productions,Strategy,Strategy|4X|Space|Sci-fi|Singleplayer|Multiplayer|Tactical|Turn-Based Strategy|Lore-Rich|Turn-Based
DotEmu,Karateka,Karateka,2012-12-03,9.99,Liquid Entertainment,Action|Indie,Action|Indie|Fighting|Remake|Rhythm
Ubisoft,Rocksmith - Pantera - Domination,Rocksmith - Pantera - Domination,2012-12-04,2.99,Ubisoft - San Francisco,Casual|Simulation,Casual|Simulation
Ubisoft,Rocksmith - Pantera - Walk,Rocksmith - Pantera - Walk,2012-12-04,2.99,Ubisoft - San Francisco,Casual|Simulation,Casual|Simulation
